"Datatimestamp","Zipcode","Cityname","Temperature","Pressure","Humidity"
"2021-11-29 19:02:16.0","4600","Olten","0.0","1019.0","92.0"
"2021-11-29 19:36:30.0","4600","Olten","0.0","1017.0","86.0"
"2021-11-29 20:02:16.0","4600","Olten","0.0","1018.0","85.0"
"2021-11-29 20:31:53.0","4600","Olten","0.0","1018.0","84.0"
"2021-11-29 21:04:12.0","4600","Olten","0.0","1018.0","85.0"
"2021-11-29 21:36:39.0","4600","Olten","0.0","1019.0","85.0"
"2021-11-29 22:00:25.0","4600","Olten","0.0","1020.0","86.0"
"2021-11-29 22:36:43.0","4600","Olten","0.0","1020.0","85.0"
"2021-11-29 23:04:55.0","4600","Olten","0.0","1021.0","87.0"
"2021-11-29 23:36:48.0","4600","Olten","0.0","1021.0","86.0"
